,,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,val4
AS14.01,1900-04-25,0.0629394097166973,9.900946867307768,55.159633303404426,60.58722120708749,18.137744444444447,0.0,0.0,8.525416666666667,62.812953968253964,0.0,0.0,21.901892938602614,0.0,1.0,0.0,1.0,7.533333333333334,129.32141101881066,0.0,7.2
AS14.01,1900-04-26,0.06864991365487577,7.9665088541369675,56.66258299331343,64.16787596899225,18.34268888888889,0.0,0.0,8.84136111111111,72.51824727398206,0.0,0.0,22.00721413374734,0.0,1.0,-0.13333333333333333,0.9333333333333332,7.466666666666666,134.14130684544395,0.0,7.6
AS14.01,1900-04-27,0.12473760781836558,8.222788552529343,58.531134038650514,93.15220930232557,0.0,0.0,0.0,9.566249999999998,321.04352505175984,0.0,0.0,19.536173729706938,0.0,0.0,-0.26666666666666666,0.9333333333333332,7.466666666666666,175.5644512879871,0.0,7.5
AS14.01,1900-04-28,0.11792958635334205,10.256525876020998,53.87846348309495,104.30427272727273,0.0,0.0,0.0,42.12796666666666,300.0167536231884,0.0,0.0,15.18724183006536,0.0,0.0,-0.13333333333333333,0.9333333333333332,7.433333333333334,142.61181506834234,0.0,7.6
AS14.01,1900-04-29,0.08813433932053251,11.996342520195535,55.21233766149871,124.48384415584415,0.0,0.0,0.0,42.335577777777765,335.06280555555554,0.0,0.0,14.124722222222223,0.0,0.0,-0.3333333333333333,0.9333333333333332,7.566666666666666,150.05525523580994,0.0,7.0
AS14.01,1900-04-30,0.05097083162228903,21.771146822208475,51.486406153305204,104.33369137806638,0.0,0.0,0.0,41.95337777777777,106.20022222222222,0.0,0.0,16.31324269005848,0.0,0.0,-0.4,0.9,7.366666666666667,102.06106765432644,0.0,7.8
AS14.01,1900-05-01,0.09116167670288354,18.908804049712952,45.98118927296332,69.7885742063492,0.0,0.0,0.0,14.471536111111112,104.92433333333332,0.0,0.0,20.4474649122807,0.0,0.0,-0.6000000000000001,0.8,7.466666666666666,92.8044329781601,0.0,8.0
AS14.01,1900-05-02,0.09695832523930292,18.199398815794822,41.144550466993174,52.540419444444446,0.0,0.0,0.0,12.907425000000002,85.81778267973857,0.0,0.0,20.677387134502922,0.0,0.0,-0.4,1.0,7.6000000000000005,79.40586439420686,0.0,7.6
AS14.01,1900-05-03,0.08848591549505998,7.723300574387948,44.390883365975554,50.44346111111111,42.123177777777784,0.0,0.0,12.372158333333333,66.65022875816993,0.0,0.0,15.32392222222222,0.0,0.0,-0.3333333333333333,1.0,7.8,93.91220264755846,0.0,8.0
AS14.01,1900-05-04,0.06204905744653492,8.555446452991452,57.81821659422271,81.07203282828284,0.0,0.0,0.0,7.335799999999999,70.96267320261437,0.0,0.0,0.0,0.0,0.0,-0.26666666666666666,1.0,7.866666666666667,103.6986283539888,0.0,8.0
AS14.02,1900-03-19,0.0,17.381098225848223,42.550813503468945,206.7584222222222,0.0,0.0,0.0,17.395346052631577,10.720558720330237,0.0,0.0,0.0,0.0,1.0,0.3666666666666667,0.43333333333333335,7.094444444444444,47.70844122980909,0.0,6.8
AS14.02,1900-03-20,0.23439485201880217,12.985747314776726,37.827831703607494,182.74272777777776,0.0,0.0,0.0,16.098702777777778,10.347617543859647,0.0,0.0,0.0,0.0,1.0,0.5,0.5666666666666668,7.25,51.165591453473645,0.0,7.25
AS14.02,1900-03-21,0.2580470337721427,13.885788401317816,32.535435263979004,20.270194444444442,0.0,0.0,0.0,15.396952777777779,11.78735087719298,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.65,7.416666666666667,37.14695744749579,1.0,7.5
AS14.02,1900-03-22,0.28142821398703266,11.967908311203088,36.40614123386697,61.45475,0.0,0.0,0.0,12.644152777777776,13.45084722222222,0.0,0.0,0.0,0.0,1.0,-0.2833333333333333,0.6333333333333333,7.183333333333334,53.101058958838735,1.0,6.5
AS14.02,1900-03-23,0.32489885731445206,11.164361994545585,32.71213075980392,68.28257407407408,0.0,0.0,0.0,10.381375,13.847978801169589,0.0,0.0,0.0,0.0,1.0,-0.75,0.3333333333333333,7.083333333333333,48.282523777704625,1.0,6.25
AS14.02,1900-03-24,0.33512292292218043,9.708359434293023,34.417481936274505,70.9530054466231,0.0,0.0,0.0,11.917749999999998,15.344126949317738,0.0,0.0,0.0,0.0,1.0,-0.9166666666666666,0.08333333333333333,6.75,47.543815170285846,0.0,6.4
AS14.02,1900-03-25,0.29062183545597786,9.575679271926148,35.72426385831752,36.00750039611804,0.0,0.0,0.0,14.209616666666667,15.924202804018593,0.0,0.0,0.0,0.0,1.0,-0.6,-0.2333333333333333,6.383333333333333,29.91571839718846,0.0,7.75
AS14.02,1900-03-26,0.2187784914638287,12.274178721056154,41.19453766975991,54.370637433155075,0.0,0.0,0.0,13.967616666666666,16.14573789173789,0.0,0.0,0.0,0.0,1.0,-0.6833333333333332,0.18333333333333335,6.8,27.45969482875707,0.0,7.2
AS14.02,1900-03-27,0.22686392658793197,14.213439172921255,40.994491955474196,56.98947272727272,0.0,0.0,0.0,11.608866666666666,23.847869022869023,0.0,0.0,0.0,0.0,1.0,-0.75,0.3166666666666667,7.116666666666667,29.559083822559803,0.0,7.25
AS14.02,1900-03-28,0.25110537539481564,16.438375564415356,35.778149937277334,54.50067222222222,0.0,0.0,0.0,26.48425,21.26886261261261,0.0,0.0,0.0,0.0,1.0,-0.8166666666666668,0.5499999999999999,7.3999999999999995,33.070932200313486,0.0,6.8
AS14.02,1900-03-29,0.26146693313537755,13.983586193743875,29.332647308247306,35.09378650793651,0.0,0.0,0.0,27.31488333333333,39.55370814106791,0.0,0.0,0.0,0.0,1.0,-0.6,0.5,7.083333333333333,32.635959836427794,0.0,7.25
AS14.02,1900-03-30,0.3076388973535618,45.779792266095285,34.67717936399644,113.47085317460318,0.0,0.0,0.0,28.921633333333332,38.913582707942474,0.0,0.0,0.0,0.0,1.0,-0.45,0.45,7.1000000000000005,30.167084420582785,0.0,7.0
AS14.02,1900-03-31,0.3119849973108341,42.217559799382705,34.58974497485617,117.59629761904762,0.0,0.0,0.0,11.10856111111111,42.698910485720255,0.0,0.0,0.0,0.0,1.0,-0.7833333333333333,0.5333333333333333,7.016666666666667,30.771235489360823,0.0,7.2
AS14.02,1900-04-01,0.27690986250621313,41.751944297730816,37.808205615747845,116.22405555555555,0.0,0.0,0.0,11.460761111111111,63.07921079059829,0.0,0.0,0.0,0.0,1.0,-0.85,0.4666666666666666,7.1499999999999995,31.653493159017728,0.0,7.4
AS14.02,1900-04-02,0.22007358821576628,13.029041181199664,27.62510299013142,32.750122222222224,0.0,0.0,0.0,13.96152962962963,53.39452753267974,0.0,0.0,0.0,0.0,1.0,-0.6666666666666666,0.65,7.2,28.06108247560901,0.0,6.4
AS14.02,1900-04-03,0.24581800588432148,14.989275445384061,27.395310790642935,39.31220555555556,0.0,0.0,0.0,17.57601851851852,50.29460360105582,0.0,0.0,0.0,0.0,1.0,-0.5333333333333333,0.3333333333333334,7.0,29.124788898498977,0.0,5.75
AS14.02,1900-04-04,0.30119564463289217,14.951936441664776,27.107383793884896,43.52352820512821,0.0,0.0,0.0,16.776985185185186,12.357235545500252,0.0,0.0,0.0,0.0,1.0,-0.35000000000000003,0.20000000000000004,6.516666666666667,31.567942438556532,0.0,6.4
AS14.02,1900-04-05,0.28963225277286087,10.885281146980986,31.02856230026013,92.37366153846153,0.0,0.0,0.0,14.834533333333335,14.498098290598291,0.0,0.0,0.0,0.0,1.0,-0.6833333333333332,0.0,6.183333333333334,32.888936392720076,0.0,7.4
AS14.02,1900-04-06,0.2905653063331581,9.865993873537333,28.827898778998776,76.8809282051282,0.0,0.0,0.0,12.907908333333333,18.259141414141414,0.0,0.0,0.0,0.0,1.0,-0.48333333333333334,0.26666666666666666,6.516666666666667,43.25902529673092,0.0,4.5
AS14.02,1900-04-07,0.2547998664167794,10.268238249380069,29.09971314989919,75.70488333333331,0.0,0.0,0.0,11.666691666666667,20.975808080808083,0.0,0.0,0.0,0.0,1.0,-0.7333333333333334,-0.15,6.1000000000000005,44.93795933579753,0.0,6.8
AS14.02,1900-04-08,0.22455099234582576,11.869921231041758,37.85157558376163,49.05323888888889,0.0,0.0,0.0,12.602069444444444,27.717562797789213,0.0,0.0,0.0,0.0,1.0,-0.3333333333333333,-0.01666666666666668,6.233333333333333,50.39016735605517,0.0,6.25
AS14.02,1900-04-09,0.20456143072617197,11.107468654552223,37.78334176202781,49.43897222222222,0.0,0.0,0.0,12.879161111111111,27.19411870165546,0.0,0.0,0.0,0.0,1.0,-0.4166666666666667,-0.05000000000000001,5.8500000000000005,35.68450294697127,0.0,7.25
AS14.02,1900-04-10,0.21522820668751794,10.949484223167545,37.46135565879468,47.54769590643275,0.0,0.0,0.0,14.471377777777777,27.490033231569992,0.0,0.0,0.0,0.0,1.0,-0.25,0.45,6.766666666666667,33.779003236193965,0.0,7.25
AS14.02,1900-04-11,0.2566371631699158,9.357346211860595,27.332396450738702,27.460432017543855,0.0,0.0,0.0,17.988533333333333,20.416876553804546,0.0,0.0,0.0,0.0,1.0,-0.16666666666666666,0.5,6.916666666666667,36.10890824902086,1.0,6.5
AS14.02,1900-04-12,0.31081395973220677,10.006203058947255,27.078511034072037,0.0,0.0,0.0,0.0,21.070066666666666,17.543137569130216,0.0,0.0,0.0,0.0,1.0,-0.25,0.5,7.0,37.354592371963065,1.0,6.0
AS14.02,1900-04-13,0.3545112548212576,11.88565734825543,25.030600751236815,0.0,0.0,0.0,0.0,20.648933333333332,18.729334150326796,30.742787962962964,0.0,0.0,0.0,1.0,-0.75,0.08333333333333333,6.583333333333333,34.336691737415016,0.0,7.2
AS14.02,1900-04-14,0.3642010929677599,11.535538073066263,21.888746621037598,0.0,0.0,0.0,0.0,16.508799999999997,16.32806944444444,0.0,0.0,0.0,0.0,1.0,-1.0333333333333334,-0.033333333333333326,6.566666666666666,25.4604846425306,0.0,8.0
AS14.02,1900-04-15,0.2850653005889902,11.399781950617283,22.955005775077996,0.0,0.0,0.0,0.0,0.0,18.201555555555554,0.0,0.0,0.0,0.0,1.0,-0.6166666666666667,0.13333333333333333,7.066666666666666,25.50159792081512,0.0,7.25
AS14.02,1900-04-16,0.2168410172112051,9.25827839506173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.11666666666666665,0.6333333333333333,7.483333333333333,29.58615821220003,0.0,6.666666666666667
AS14.02,1900-04-17,0.2379930955423896,10.275594444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.027777777777777773,0.611111111111111,7.305555555555556,31.722417808517267,1.0,6.5
AS14.02,1900-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.19444444444444442,0.27777777777777773,6.805555555555556,0.0,0.0,6.5
AS14.02,1900-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.027777777777777773,0.1111111111111111,6.555555555555556,0.0,0.0,5.666666666666667
AS14.02,1900-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.13888888888888887,-0.1111111111111111,6.222222222222222,0.0,0.0,5.0
AS14.02,1900-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.4444444444444444,-0.1111111111111111,5.722222222222222,0.0,0.0,5.5
AS14.02,1900-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.611111111111111,-0.27777777777777773,5.388888888888889,0.0,0.0,5.666666666666667
AS14.02,1900-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8333333333333334,-0.27777777777777773,5.388888888888889,0.0,0.0,5.5
AS14.02,1900-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.611111111111111,-0.11111111111111109,5.555555555555556,0.0,0.0,7.0
AS14.02,1900-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.611111111111111,-0.1111111111111111,6.055555555555556,0.0,0.0,9.0
AS14.03,1900-03-24,0.0,13.642259968102074,29.93425574352548,35.383943175441495,0.0,0.0,0.0,22.276365277777774,0.0,0.0,0.0,0.0,0.0,1.0,0.5333333333333333,1.4000000000000001,8.333333333333334,37.721017061281756,0.0,7.8
AS14.03,1900-03-25,0.12745840982028825,12.942350877192984,26.88081812169312,35.91231266696692,0.0,0.0,0.0,23.70483829365079,0.0,0.0,0.0,0.0,0.0,1.0,3.700743415417188e-17,1.2,7.933333333333334,43.28277972035463,0.0,7.8
AS14.03,1900-03-26,0.10791840211309023,24.539190590111648,28.020941690107822,22.537927644135863,66.85866666666668,0.0,26.129863636363634,27.657060515873013,0.0,0.0,0.0,0.0,0.0,1.0,-0.4000000000000001,1.2666666666666666,7.933333333333334,40.474809362434826,0.0,8.25
AS14.03,1900-03-27,0.10488723636178769,22.101507215007217,22.487098255764394,23.988378738837252,0.0,0.0,14.35369696969697,25.877825396825397,0.0,0.0,0.0,0.0,0.0,1.0,-0.16666666666666666,1.2,7.95,36.63699556022883,0.0,7.75
AS14.03,1900-03-28,0.10903908012084229,24.71284054834055,15.420181887783508,19.434030815939277,0.0,0.0,8.23819696969697,15.70473015873016,0.0,0.0,0.0,0.0,0.0,1.0,0.11666666666666665,0.9,7.933333333333334,32.243824211821355,0.0,8.0
AS14.03,1900-03-29,0.09967608093936715,17.297037518037516,14.330711572219238,27.482835160508568,0.0,0.0,0.0,12.662158730158732,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,1.0,8.0,32.40152182417899,0.0,8.6
AS14.03,1900-03-30,0.12375079314548265,18.63221212121212,11.97500778434045,32.636845913196744,0.0,0.0,0.0,12.682039682539681,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,1.2,8.116666666666667,36.35270528603569,0.0,8.4
AS14.03,1900-03-31,0.14423578033479867,12.700628787878786,12.195230420127602,35.86492434456929,0.0,0.0,0.0,14.515095238095236,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,1.3666666666666665,8.333333333333334,35.74690102585435,0.0,7.4
AS14.03,1900-04-01,0.1372205458736127,17.39969871794872,25.715702022097137,29.975980392156867,0.0,0.0,0.0,11.001047619047618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0666666666666667,8.133333333333333,51.628072482106084,0.0,7.6
AS14.03,1900-04-02,0.11523288000283283,30.656001748251754,27.188359649215784,27.0090522875817,0.0,0.0,0.0,11.754255952380952,0.0,0.0,0.0,0.0,0.0,1.0,0.20000000000000004,0.6666666666666666,7.8,49.27513541375874,0.0,7.4
AS14.03,1900-04-03,0.08657868767624538,40.5348414918415,26.300778249134385,28.49059014068904,35.428111111111114,0.0,0.0,9.880822619047619,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.5333333333333333,7.466666666666666,48.39547553875252,0.0,7.8
AS14.03,1900-04-04,0.08657964427773707,493.77746420246405,12.10720921008334,34.51182793035036,29.82229166666667,0.0,0.0,10.90792314814815,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000000000004,0.6666666666666666,7.6000000000000005,32.44345285416648,0.0,7.8
AS14.03,1900-04-05,0.08314371770105328,484.15941672771663,17.02009602740914,32.193271186440676,0.0,0.0,0.0,25.479506481481483,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,1.0,7.666666666666667,34.289228825202414,0.0,7.6
AS14.03,1900-04-06,0.09505698414862655,476.4558022927688,18.202917317782667,34.663892857142855,0.0,0.0,0.0,25.56599537037037,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666666,1.1333333333333333,7.733333333333333,37.024520587206894,0.0,6.8
AS14.03,1900-04-07,0.092768837843711,11.333453086419754,23.822114249266487,40.07294647019646,0.0,0.0,0.0,79.10868055555555,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,1.0666666666666667,7.3999999999999995,57.95426450156492,0.0,7.4
AS14.03,1900-04-08,0.11175462996796766,13.937356261022927,23.162978138155378,43.90445064235282,0.0,0.0,0.0,62.97275925925925,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.9333333333333332,7.266666666666666,62.014236250878604,0.0,7.4
AS14.03,1900-04-09,0.1082222804132104,26.01480200501253,21.499393687527164,36.94472188777406,0.0,0.0,0.0,61.95530370370369,0.0,0.0,20.603333333333335,0.0,0.0,0.0,0.26666666666666666,1.0,7.2,66.25760016404782,0.0,7.8
AS14.03,1900-04-10,0.11333901968653869,27.43480200501253,15.773474273607752,24.81566827472045,0.0,0.0,510.4858611111111,6.941675498575499,0.0,0.0,21.280999999999995,0.0,0.0,0.0,0.4000000000000001,1.0666666666666667,7.533333333333334,42.4535365561539,0.0,7.4
AS14.03,1900-04-11,0.10133984046192697,35.255809941520475,14.55770641646489,28.357117877602622,0.0,0.0,501.83477777777784,7.441705128205128,0.0,0.0,758.7306666666667,0.0,0.0,0.0,0.4666666666666666,1.0666666666666667,7.533333333333334,50.11254550289626,0.0,7.6
AS14.03,1900-04-12,0.10679223856406063,25.606222222222225,17.20608059660646,40.273245441705185,0.0,0.0,0.0,14.913827350427352,0.0,0.0,764.4689999999999,0.0,0.0,0.0,0.39999999999999997,1.0,7.599999999999999,50.81003597661071,0.0,7.666666666666667
AS14.03,1900-04-13,0.11843060821941483,404.86011764705887,18.671917104542967,152.49101549518113,0.0,0.0,0.0,45.504925252525254,0.0,0.0,0.0,0.0,0.0,0.0,0.3111111111111111,1.0,7.555555555555556,63.05186726354568,0.0,7.4
AS14.03,1900-04-14,0.10845432256975061,445.55615931372546,29.72650693138279,151.30074476682566,0.0,0.0,0.0,153.49690986790986,0.0,0.0,0.0,0.0,0.0,0.0,0.24444444444444446,1.0,7.5555555555555545,72.74373689025298,0.0,7.0
AS14.03,1900-04-15,0.09935705005176448,454.94797598039213,46.55860677361854,138.87593159478263,0.0,0.0,0.0,146.88368764568762,0.0,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,0.9333333333333332,7.355555555555555,71.69401714089253,0.0,7.6
AS14.03,1900-04-16,0.09686293546846673,78.30935108695653,49.417381714516885,31.704498121393282,0.0,0.0,16.62074074074074,118.56084294871795,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.8666666666666667,7.333333333333333,63.215292134972636,0.0,8.0
