,id-1,var1,time1,time2,time3,time4,mood_target,avg,slope
46,AS14.02,mood,1900-03-20,1900-03-21,1900-03-22,1900-03-23,6.25,7.083333333333333,-0.37500000000000094
47,AS14.02,mood,1900-03-21,1900-03-22,1900-03-23,1900-03-24,6.4,6.75,-0.6250000000000006
48,AS14.02,mood,1900-03-22,1900-03-23,1900-03-24,1900-03-25,7.75,6.383333333333333,-0.050000000000002424
49,AS14.02,mood,1900-03-23,1900-03-24,1900-03-25,1900-03-26,7.2,6.8,0.7499999999999986
50,AS14.02,mood,1900-03-24,1900-03-25,1900-03-26,1900-03-27,7.25,7.116666666666667,0.39999999999999897
51,AS14.02,mood,1900-03-25,1900-03-26,1900-03-27,1900-03-28,6.8,7.3999999999999995,-0.2500000000000011
52,AS14.02,mood,1900-03-26,1900-03-27,1900-03-28,1900-03-29,7.25,7.083333333333333,-0.20000000000000168
53,AS14.02,mood,1900-03-27,1900-03-28,1900-03-29,1900-03-30,7.0,7.1000000000000005,-1.6352418700244633e-15
54,AS14.02,mood,1900-03-28,1900-03-29,1900-03-30,1900-03-31,7.2,7.016666666666667,0.09999999999999938
55,AS14.02,mood,1900-03-29,1900-03-30,1900-03-31,1900-04-01,7.4,7.1499999999999995,-0.025000000000001476
56,AS14.02,mood,1900-03-30,1900-03-31,1900-04-01,1900-04-02,6.4,7.2,0.2
57,AS14.02,mood,1900-03-31,1900-04-01,1900-04-02,1900-04-03,5.75,7.0,-0.40000000000000063
58,AS14.02,mood,1900-04-01,1900-04-02,1900-04-03,1900-04-04,6.4,6.516666666666667,-0.8250000000000024
59,AS14.02,mood,1900-04-02,1900-04-03,1900-04-04,1900-04-05,7.4,6.183333333333334,-2.186641930075796e-15
60,AS14.02,mood,1900-04-03,1900-04-04,1900-04-05,1900-04-06,4.5,6.516666666666667,0.8249999999999992
61,AS14.02,mood,1900-04-04,1900-04-05,1900-04-06,1900-04-07,6.8,6.1000000000000005,-0.9500000000000021
62,AS14.02,mood,1900-04-05,1900-04-06,1900-04-07,1900-04-08,6.25,6.233333333333333,-0.30000000000000004
63,AS14.02,mood,1900-04-06,1900-04-07,1900-04-08,1900-04-09,7.25,5.8500000000000005,0.8749999999999993
64,AS14.02,mood,1900-04-07,1900-04-08,1900-04-09,1900-04-10,7.25,6.766666666666667,0.22499999999999817
65,AS14.02,mood,1900-04-08,1900-04-09,1900-04-10,1900-04-11,6.5,6.916666666666667,0.4999999999999992
66,AS14.02,mood,1900-04-09,1900-04-10,1900-04-11,1900-04-12,6.0,7.0,-0.3750000000000017
67,AS14.02,mood,1900-04-10,1900-04-11,1900-04-12,1900-04-13,7.2,6.583333333333333,-0.6250000000000018
68,AS14.02,mood,1900-04-11,1900-04-12,1900-04-13,1900-04-14,8.0,6.566666666666666,0.349999999999999
69,AS14.02,mood,1900-04-12,1900-04-13,1900-04-14,1900-04-15,7.25,7.066666666666666,0.9999999999999994
70,AS14.02,mood,1900-04-13,1900-04-14,1900-04-15,1900-04-16,6.666666666666667,7.483333333333333,0.02499999999999833
71,AS14.02,mood,1900-04-14,1900-04-15,1900-04-16,1900-04-17,6.5,7.305555555555556,-0.6666666666666677
72,AS14.02,mood,1900-04-15,1900-04-16,1900-04-17,1900-04-18,6.5,6.805555555555556,-0.37500000000000233
73,AS14.02,mood,1900-04-16,1900-04-17,1900-04-18,1900-04-19,5.666666666666667,6.555555555555556,-0.08333333333333459
74,AS14.02,mood,1900-04-17,1900-04-18,1900-04-19,1900-04-20,5.0,6.222222222222222,-0.41666666666666696
75,AS14.02,mood,1900-04-18,1900-04-19,1900-04-20,1900-04-21,5.5,5.722222222222222,-0.7500000000000013
76,AS14.02,mood,1900-04-19,1900-04-20,1900-04-21,1900-04-22,5.666666666666667,5.388888888888889,-0.08333333333333436
77,AS14.02,mood,1900-04-20,1900-04-21,1900-04-22,1900-04-23,5.5,5.388888888888889,0.33333333333333276
78,AS14.02,mood,1900-04-21,1900-04-22,1900-04-23,1900-04-24,7.0,5.555555555555556,-1.7703278699262379e-15
79,AS14.02,mood,1900-04-22,1900-04-23,1900-04-24,1900-04-25,9.0,6.055555555555556,0.6666666666666645
80,AS14.03,mood,1900-03-21,1900-03-22,1900-03-23,1900-03-24,7.8,8.333333333333334,-0.4000000000000023
81,AS14.03,mood,1900-03-22,1900-03-23,1900-03-24,1900-03-25,7.8,7.933333333333334,-5.090588813298003e-16
82,AS14.03,mood,1900-03-23,1900-03-24,1900-03-25,1900-03-26,8.25,7.933333333333334,-0.20000000000000132
83,AS14.03,mood,1900-03-24,1900-03-25,1900-03-26,1900-03-27,7.75,7.95,0.22499999999999887
84,AS14.03,mood,1900-03-25,1900-03-26,1900-03-27,1900-03-28,8.0,7.933333333333334,-0.02500000000000079
85,AS14.03,mood,1900-03-26,1900-03-27,1900-03-28,1900-03-29,8.6,8.0,-0.1250000000000017
86,AS14.03,mood,1900-03-27,1900-03-28,1900-03-29,1900-03-30,8.4,8.116666666666667,0.42499999999999916
87,AS14.03,mood,1900-03-28,1900-03-29,1900-03-30,1900-03-31,7.4,8.333333333333334,0.19999999999999848
88,AS14.03,mood,1900-03-29,1900-03-30,1900-03-31,1900-04-01,7.6,8.133333333333333,-0.6000000000000006
89,AS14.03,mood,1900-03-30,1900-03-31,1900-04-01,1900-04-02,7.4,7.8,-0.4000000000000013
90,AS14.03,mood,1900-03-31,1900-04-01,1900-04-02,1900-04-03,7.8,7.466666666666666,-1.2247813120128343e-15
91,AS14.03,mood,1900-04-01,1900-04-02,1900-04-03,1900-04-04,7.8,7.6000000000000005,0.09999999999999926
92,AS14.03,mood,1900-04-02,1900-04-03,1900-04-04,1900-04-05,7.6,7.666666666666667,0.19999999999999896
93,AS14.03,mood,1900-04-03,1900-04-04,1900-04-05,1900-04-06,6.8,7.733333333333333,-0.10000000000000175
94,AS14.03,mood,1900-04-04,1900-04-05,1900-04-06,1900-04-07,7.4,7.3999999999999995,-0.5000000000000011
95,AS14.03,mood,1900-04-05,1900-04-06,1900-04-07,1900-04-08,7.4,7.266666666666666,-0.10000000000000091
96,AS14.03,mood,1900-04-06,1900-04-07,1900-04-08,1900-04-09,7.8,7.2,0.2999999999999986
97,AS14.03,mood,1900-04-07,1900-04-08,1900-04-09,1900-04-10,7.4,7.533333333333334,0.19999999999999832
98,AS14.03,mood,1900-04-08,1900-04-09,1900-04-10,1900-04-11,7.6,7.533333333333334,-1.5096004738050901e-15
99,AS14.03,mood,1900-04-09,1900-04-10,1900-04-11,1900-04-12,7.666666666666667,7.599999999999999,-0.10000000000000105
100,AS14.03,mood,1900-04-10,1900-04-11,1900-04-12,1900-04-13,7.4,7.555555555555556,0.13333333333333214
101,AS14.03,mood,1900-04-11,1900-04-12,1900-04-13,1900-04-14,7.0,7.5555555555555545,-0.10000000000000082
102,AS14.03,mood,1900-04-12,1900-04-13,1900-04-14,1900-04-15,7.6,7.355555555555555,-0.333333333333335
103,AS14.03,mood,1900-04-13,1900-04-14,1900-04-15,1900-04-16,8.0,7.333333333333333,0.09999999999999841
104,AS14.03,mood,1900-04-14,1900-04-15,1900-04-16,1900-04-17,7.25,7.533333333333334,0.4999999999999997
105,AS14.03,mood,1900-04-15,1900-04-16,1900-04-17,1900-04-18,7.5,7.616666666666667,-0.1750000000000016
106,AS14.03,mood,1900-04-16,1900-04-17,1900-04-18,1900-04-19,7.8,7.583333333333333,-0.2500000000000021
107,AS14.03,mood,1900-04-17,1900-04-18,1900-04-19,1900-04-20,7.5,7.516666666666667,0.27499999999999947
108,AS14.03,mood,1900-04-18,1900-04-19,1900-04-20,1900-04-21,7.4,7.6000000000000005,-1.4587197472572202e-15
109,AS14.03,mood,1900-04-19,1900-04-20,1900-04-21,1900-04-22,7.6,7.566666666666667,-0.20000000000000212
110,AS14.03,mood,1900-04-20,1900-04-21,1900-04-22,1900-04-23,7.0,7.5,0.04999999999999863
111,AS14.03,mood,1900-04-21,1900-04-22,1900-04-23,1900-04-24,7.4,7.333333333333333,-0.20000000000000248
112,AS14.03,mood,1900-04-22,1900-04-23,1900-04-24,1900-04-25,7.5,7.333333333333333,-0.10000000000000156
113,AS14.03,mood,1900-04-23,1900-04-24,1900-04-25,1900-04-26,7.5,7.3,0.24999999999999883
114,AS14.03,mood,1900-04-24,1900-04-25,1900-04-26,1900-04-27,7.6,7.466666666666666,0.049999999999999
115,AS14.03,mood,1900-04-25,1900-04-26,1900-04-27,1900-04-28,7.0,7.533333333333334,0.0499999999999979
116,AS14.03,mood,1900-04-26,1900-04-27,1900-04-28,1900-04-29,7.2,7.366666666666667,-0.2500000000000005
117,AS14.03,mood,1900-04-27,1900-04-28,1900-04-29,1900-04-30,7.0,7.266666666666667,-0.20000000000000148
118,AS14.03,mood,1900-04-28,1900-04-29,1900-04-30,1900-05-01,7.2,7.066666666666666,-1.6115201228727703e-15
119,AS14.03,mood,1900-04-29,1900-04-30,1900-05-01,1900-05-02,7.6,7.133333333333333,-1.8963392846650265e-15
120,AS14.03,mood,1900-04-30,1900-05-01,1900-05-02,1900-05-03,7.75,7.266666666666666,0.29999999999999855
121,AS14.03,mood,1900-05-01,1900-05-02,1900-05-03,1900-05-04,7.4,7.516666666666667,0.2749999999999991
122,AS14.03,mood,1900-05-02,1900-05-03,1900-05-04,1900-05-05,7.25,7.583333333333333,-0.10000000000000189
123,AS14.05,mood,1900-03-14,1900-03-15,1900-03-16,1900-03-17,6.0,6.844444444444444,-0.8333333333333346
124,AS14.05,mood,1900-03-15,1900-03-16,1900-03-17,1900-03-18,7.5,6.177777777777777,-0.09999999999999967
125,AS14.05,mood,1900-03-16,1900-03-17,1900-03-18,1900-03-19,6.75,6.611111111111111,0.5833333333333338
126,AS14.05,mood,1900-03-17,1900-03-18,1900-03-19,1900-03-20,7.2,6.75,0.37499999999999856
127,AS14.05,mood,1900-03-18,1900-03-19,1900-03-20,1900-03-21,7.25,7.1499999999999995,-0.15000000000000127
128,AS14.05,mood,1900-03-19,1900-03-20,1900-03-21,1900-03-22,3.75,7.066666666666666,0.2499999999999981
129,AS14.05,mood,1900-03-20,1900-03-21,1900-03-22,1900-03-23,4.4,6.066666666666666,-1.7250000000000008
130,AS14.05,mood,1900-03-21,1900-03-22,1900-03-23,1900-03-24,3.75,5.133333333333334,-1.4250000000000018
131,AS14.05,mood,1900-03-22,1900-03-23,1900-03-24,1900-03-25,5.333333333333333,3.966666666666667,-4.4274299772814205e-16
132,AS14.05,mood,1900-03-23,1900-03-24,1900-03-25,1900-03-26,5.5,4.4944444444444445,0.4666666666666665
133,AS14.05,mood,1900-03-24,1900-03-25,1900-03-26,1900-03-27,5.8,4.861111111111111,0.8749999999999996
134,AS14.05,mood,1900-03-25,1900-03-26,1900-03-27,1900-03-28,6.2,5.544444444444444,0.2333333333333318
135,AS14.05,mood,1900-03-26,1900-03-27,1900-03-28,1900-03-29,6.4,5.833333333333333,0.3499999999999992
136,AS14.05,mood,1900-03-27,1900-03-28,1900-03-29,1900-03-30,6.2,6.133333333333333,0.29999999999999843
137,AS14.05,mood,1900-03-28,1900-03-29,1900-03-30,1900-03-31,6.8,6.266666666666667,-2.0788951140645503e-16
138,AS14.05,mood,1900-03-29,1900-03-30,1900-03-31,1900-04-01,7.0,6.466666666666668,0.1999999999999978
139,AS14.05,mood,1900-03-30,1900-03-31,1900-04-01,1900-04-02,7.0,6.666666666666667,0.3999999999999993
140,AS14.05,mood,1900-03-31,1900-04-01,1900-04-02,1900-04-03,7.2,6.933333333333334,0.09999999999999873
141,AS14.05,mood,1900-04-01,1900-04-02,1900-04-03,1900-04-04,7.0,7.066666666666666,0.09999999999999981
142,AS14.05,mood,1900-04-02,1900-04-03,1900-04-04,1900-04-05,7.5,7.066666666666666,-1.6115201228727703e-15
143,AS14.05,mood,1900-04-03,1900-04-04,1900-04-05,1900-04-06,6.8,7.233333333333333,0.14999999999999894
144,AS14.05,mood,1900-04-04,1900-04-05,1900-04-06,1900-04-07,6.75,7.1000000000000005,-0.10000000000000207
145,AS14.05,mood,1900-04-05,1900-04-06,1900-04-07,1900-04-08,6.75,7.016666666666667,-0.3750000000000019
146,AS14.05,mood,1900-04-06,1900-04-07,1900-04-08,1900-04-09,7.0,6.766666666666667,-0.025000000000001497
147,AS14.05,mood,1900-04-07,1900-04-08,1900-04-09,1900-04-10,7.2,6.833333333333333,0.12499999999999756
148,AS14.05,mood,1900-04-08,1900-04-09,1900-04-10,1900-04-11,7.0,6.983333333333333,0.22500000000000026
149,AS14.05,mood,1900-04-09,1900-04-10,1900-04-11,1900-04-12,7.0,7.066666666666666,-1.6115201228727703e-15
150,AS14.05,mood,1900-04-10,1900-04-11,1900-04-12,1900-04-13,7.5,7.066666666666666,-0.10000000000000005
151,AS14.05,mood,1900-04-11,1900-04-12,1900-04-13,1900-04-14,6.4,7.166666666666667,0.24999999999999922
152,AS14.05,mood,1900-04-12,1900-04-13,1900-04-14,1900-04-15,7.0,6.966666666666666,-0.3000000000000006
153,AS14.05,mood,1900-04-13,1900-04-14,1900-04-15,1900-04-16,7.2,6.966666666666666,-0.2500000000000016
154,AS14.05,mood,1900-04-14,1900-04-15,1900-04-16,1900-04-17,6.6,6.866666666666667,0.39999999999999847
155,AS14.05,mood,1900-04-15,1900-04-16,1900-04-17,1900-04-18,7.5,6.933333333333333,-0.200000000000002
156,AS14.05,mood,1900-04-16,1900-04-17,1900-04-18,1900-04-19,7.2,7.1000000000000005,0.14999999999999894
157,AS14.05,mood,1900-04-17,1900-04-18,1900-04-19,1900-04-20,7.2,7.1000000000000005,0.29999999999999855
158,AS14.05,mood,1900-04-18,1900-04-19,1900-04-20,1900-04-21,7.2,7.3,-0.15000000000000116
159,AS14.05,mood,1900-04-19,1900-04-20,1900-04-21,1900-04-22,7.2,7.2,-1.8454585581171563e-15
160,AS14.05,mood,1900-04-20,1900-04-21,1900-04-22,1900-04-23,7.2,7.2,-1.8454585581171563e-15
161,AS14.05,mood,1900-04-21,1900-04-22,1900-04-23,1900-04-24,7.2,7.2,-1.8454585581171563e-15
162,AS14.05,mood,1900-04-22,1900-04-23,1900-04-24,1900-04-25,7.2,7.2,-1.8454585581171563e-15
163,AS14.05,mood,1900-04-23,1900-04-24,1900-04-25,1900-04-26,7.8,7.2,-1.8454585581171563e-15
164,AS14.05,mood,1900-04-24,1900-04-25,1900-04-26,1900-04-27,7.4,7.3999999999999995,0.29999999999999843
165,AS14.05,mood,1900-04-25,1900-04-26,1900-04-27,1900-04-28,7.0,7.466666666666666,0.09999999999999873
166,AS14.05,mood,1900-04-26,1900-04-27,1900-04-28,1900-04-29,6.8,7.3999999999999995,-0.40000000000000185
167,AS14.05,mood,1900-04-27,1900-04-28,1900-04-29,1900-04-30,7.0,7.066666666666666,-0.3000000000000023
168,AS14.05,mood,1900-04-28,1900-04-29,1900-04-30,1900-05-01,6.8,6.933333333333334,-9.028303526506445e-16
169,AS14.05,mood,1900-04-29,1900-04-30,1900-05-01,1900-05-02,7.0,6.866666666666667,-1.4284624141762546e-15
170,AS14.05,mood,1900-04-30,1900-05-01,1900-05-02,1900-05-03,6.75,6.933333333333334,-9.028303526506445e-16
171,AS14.05,mood,1900-05-01,1900-05-02,1900-05-03,1900-05-04,7.0,6.8500000000000005,-0.025000000000002073
172,AS14.05,mood,1900-05-02,1900-05-03,1900-05-04,1900-05-05,6.333333333333333,6.916666666666667,-7.519180324371841e-16
173,AS14.06,mood,1900-03-24,1900-03-25,1900-03-26,1900-03-27,7.0,7.333333333333333,0.4999999999999997
174,AS14.06,mood,1900-03-25,1900-03-26,1900-03-27,1900-03-28,7.6,7.333333333333333,-6.144157626419645e-16
175,AS14.06,mood,1900-03-26,1900-03-27,1900-03-28,1900-03-29,7.8,7.533333333333334,-0.20000000000000112
176,AS14.06,mood,1900-03-27,1900-03-28,1900-03-29,1900-03-30,7.8,7.466666666666666,0.39999999999999875
177,AS14.06,mood,1900-03-28,1900-03-29,1900-03-30,1900-03-31,7.0,7.733333333333333,0.09999999999999912
178,AS14.06,mood,1900-03-29,1900-03-30,1900-03-31,1900-04-01,7.75,7.533333333333334,-0.4000000000000012
179,AS14.06,mood,1900-03-30,1900-03-31,1900-04-01,1900-04-02,6.8,7.516666666666667,-0.02500000000000069
180,AS14.06,mood,1900-03-31,1900-04-01,1900-04-02,1900-04-03,7.2,7.183333333333334,-0.1000000000000017
181,AS14.06,mood,1900-04-01,1900-04-02,1900-04-03,1900-04-04,7.0,7.25,-0.27500000000000197
182,AS14.06,mood,1900-04-02,1900-04-03,1900-04-04,1900-04-05,7.0,7.0,0.09999999999999867
183,AS14.06,mood,1900-04-03,1900-04-04,1900-04-05,1900-04-06,7.0,7.066666666666666,-0.10000000000000005
184,AS14.06,mood,1900-04-04,1900-04-05,1900-04-06,1900-04-07,6.2,7.0,-1.5233494027830266e-15
185,AS14.06,mood,1900-04-05,1900-04-06,1900-04-07,1900-04-08,6.6,6.733333333333333,-0.4000000000000019
186,AS14.06,mood,1900-04-06,1900-04-07,1900-04-08,1900-04-09,7.4,6.599999999999999,-0.2000000000000013
187,AS14.06,mood,1900-04-07,1900-04-08,1900-04-09,1900-04-10,7.6,6.733333333333334,0.5999999999999999
188,AS14.06,mood,1900-04-08,1900-04-09,1900-04-10,1900-04-11,7.8,7.2,0.4999999999999985
189,AS14.06,mood,1900-04-09,1900-04-10,1900-04-11,1900-04-12,8.2,7.6000000000000005,0.19999999999999837
190,AS14.06,mood,1900-04-10,1900-04-11,1900-04-12,1900-04-13,6.5,7.866666666666666,0.29999999999999877
191,AS14.06,mood,1900-04-11,1900-04-12,1900-04-13,1900-04-14,7.25,7.5,-0.6500000000000015
192,AS14.06,mood,1900-04-12,1900-04-13,1900-04-14,1900-04-15,7.0,7.316666666666666,-0.47500000000000053
193,AS14.06,mood,1900-04-13,1900-04-14,1900-04-15,1900-04-16,7.6,6.916666666666667,0.2499999999999987
194,AS14.06,mood,1900-04-14,1900-04-15,1900-04-16,1900-04-17,6.8,7.283333333333334,0.1749999999999978
195,AS14.06,mood,1900-04-15,1900-04-16,1900-04-17,1900-04-18,6.25,7.133333333333333,-0.10000000000000148
196,AS14.06,mood,1900-04-16,1900-04-17,1900-04-18,1900-04-19,6.8,6.883333333333333,-0.6750000000000014
197,AS14.06,mood,1900-04-17,1900-04-18,1900-04-19,1900-04-20,8.2,6.616666666666667,-8.333949706257154e-16
198,AS14.06,mood,1900-04-18,1900-04-19,1900-04-20,1900-04-21,7.0,7.083333333333333,0.9749999999999978
199,AS14.06,mood,1900-04-19,1900-04-20,1900-04-21,1900-04-22,6.6,7.333333333333333,0.09999999999999873
200,AS14.06,mood,1900-04-20,1900-04-21,1900-04-22,1900-04-23,7.0,7.266666666666666,-0.8000000000000017
201,AS14.06,mood,1900-04-21,1900-04-22,1900-04-23,1900-04-24,7.75,6.866666666666667,-1.4284624141762546e-15
202,AS14.06,mood,1900-04-22,1900-04-23,1900-04-24,1900-04-25,6.4,7.116666666666667,0.5749999999999982
203,AS14.06,mood,1900-04-23,1900-04-24,1900-04-25,1900-04-26,7.5,7.05,-0.30000000000000154
204,AS14.06,mood,1900-04-24,1900-04-25,1900-04-26,1900-04-27,7.2,7.216666666666666,-0.1250000000000014
205,AS14.06,mood,1900-04-25,1900-04-26,1900-04-27,1900-04-28,6.75,7.033333333333334,0.3999999999999983
206,AS14.06,mood,1900-04-26,1900-04-27,1900-04-28,1900-04-29,7.25,7.1499999999999995,-0.37499999999999994
207,AS14.06,mood,1900-04-27,1900-04-28,1900-04-29,1900-04-30,6.8,7.066666666666666,0.02499999999999904
208,AS14.06,mood,1900-04-28,1900-04-29,1900-04-30,1900-05-01,8.0,6.933333333333334,0.024999999999997715
209,AS14.06,mood,1900-04-29,1900-04-30,1900-05-01,1900-05-02,7.2,7.3500000000000005,0.3749999999999993
210,AS14.06,mood,1900-04-30,1900-05-01,1900-05-02,1900-05-03,6.25,7.333333333333333,0.19999999999999826
211,AS14.06,mood,1900-05-01,1900-05-02,1900-05-03,1900-05-04,7.6,7.1499999999999995,-0.8750000000000004
212,AS14.06,mood,1900-05-02,1900-05-03,1900-05-04,1900-05-05,7.0,7.016666666666666,0.19999999999999826
213,AS14.07,mood,1900-03-19,1900-03-20,1900-03-21,1900-03-22,6.0,6.3500000000000005,0.09999999999999891
214,AS14.07,mood,1900-03-20,1900-03-21,1900-03-22,1900-03-23,7.75,6.083333333333333,0.37499999999999967
215,AS14.07,mood,1900-03-21,1900-03-22,1900-03-23,1900-03-24,8.0,6.916666666666667,0.3749999999999987
216,AS14.07,mood,1900-03-22,1900-03-23,1900-03-24,1900-03-25,7.666666666666667,7.25,0.9999999999999992
217,AS14.07,mood,1900-03-23,1900-03-24,1900-03-25,1900-03-26,6.6,7.805555555555556,-0.0416666666666675
218,AS14.07,mood,1900-03-24,1900-03-25,1900-03-26,1900-03-27,6.8,7.422222222222222,-0.7000000000000025
219,AS14.07,mood,1900-03-25,1900-03-26,1900-03-27,1900-03-28,8.25,7.022222222222222,-0.43333333333333557
220,AS14.07,mood,1900-03-26,1900-03-27,1900-03-28,1900-03-29,7.0,7.216666666666666,0.8250000000000003
221,AS14.07,mood,1900-03-27,1900-03-28,1900-03-29,1900-03-30,6.2,7.3500000000000005,0.09999999999999816
222,AS14.07,mood,1900-03-28,1900-03-29,1900-03-30,1900-03-31,4.333333333333333,7.1499999999999995,-1.0250000000000021
223,AS14.07,mood,1900-03-29,1900-03-30,1900-03-31,1900-04-01,6.6,5.844444444444444,-1.3333333333333348
224,AS14.07,mood,1900-03-30,1900-03-31,1900-04-01,1900-04-02,5.5,5.711111111111111,0.19999999999999904
225,AS14.07,mood,1900-03-31,1900-04-01,1900-04-02,1900-04-03,6.2,5.477777777777778,0.5833333333333333
226,AS14.07,mood,1900-04-01,1900-04-02,1900-04-03,1900-04-04,6.5,6.1000000000000005,-0.20000000000000054
227,AS14.07,mood,1900-04-02,1900-04-03,1900-04-04,1900-04-05,6.0,6.066666666666666,0.4999999999999996
228,AS14.07,mood,1900-04-03,1900-04-04,1900-04-05,1900-04-06,6.75,6.233333333333333,-0.10000000000000066
229,AS14.07,mood,1900-04-04,1900-04-05,1900-04-06,1900-04-07,5.4,6.416666666666667,0.12499999999999827
